Society,SocialInterpretation,FAMILY,MATE,FRIENDS,COHABITANTS,COLLEAGUES,ALONE,SPORTS,EXAM,FOOD,EATING,DRINKING,COMMUNICATING,TV,COMMUTING,COMPUTER,VIDEOGAMES,READING,WORKING,SHOPPING,GROOMING,WAITING,SLEEP,MUSIC,TELEPHONE,HOME,BATHROOM,KITCHEN,BED,UNIVERSITY,BAR,DIST,VOLUME,MOVEMENTS
Austria,DUTY,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0.2661177790281538,29.57032401640953,0.29533871250419413
Austria,INTELLECT,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,2.4962677350325118,39.76221287384459,0.2940180586435927
Austria,ADVERSITY,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,2.048691456138091,85.25989036232231,0.788898161274282
Austria,MATING,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0.5826618670072652,37.6531081906858,0.22179813040404384
Austria,POSITIVITY,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.4816558323084055,54.9943710909878,0.5813604764521643
Austria,NEGATIVITY,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.97150472084576,47.72506002936514,0.44832260292886067
Austria,DECEPTION,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0.20891421119978054,65.35692788015933,0.6720137184663659
Austria,SOCIALITY,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.6650647350943202,62.12436847087228,0.6312311630075189
Austria,DUTY,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0.9293096104426865,24.123343274854435,0.199412799024995
Austria,INTELLECT,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,2.9080548641076818,14.1602178938488,0.3179695027531427
Austria,ADVERSITY,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,2.7291369173876965,74.43863714001822,0.6541004379698209
Austria,MATING,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0.6304352990734153,32.7507288960839,0.16749589930328612
Austria,POSITIVITY,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.9170664839615038,43.25449110539219,0.696375785447861
Austria,NEGATIVITY,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.8998899699428996,53.414458987956195,0.6656463046328872
Austria,DECEPTION,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0.42400752591500873,56.58677804195451,0.4771048313892901
Austria,SOCIALITY,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.23668472720900668,47.976961931094614,0.493486475468353
Austria,DUTY,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0.9604090635810077,34.360138017412154,0.12274468044383231
Austria,INTELLECT,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,3.2873961596001635,25.067936114298803,0.1823478215479883
Austria,ADVERSITY,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,2.3857528349367434,58.40218571274851,0.7136181354247548
Austria,MATING,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0.4537293440119445,22.790838405677967,0.16728636401563973
Austria,POSITIVITY,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.3573235911785707,55.75745797500623,0.4085176937106977
Austria,NEGATIVITY,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.8529828619034117,65.51980309184088,0.8262026726730636
Austria,DECEPTION,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0.28757260359852255,68.48004480106404,0.6042649877662126
Austria,SOCIALITY,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.8217978244702574,63.3819188015259,0.464419874205771
Austria,DUTY,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0.8334113590386448,34.56941206610321,0.16837820783396665
Austria,INTELLECT,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,3.1877564034699244,33.626983890444166,0.12589495621397898
Austria,ADVERSITY,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,2.4045817152894555,89.74336076924864,0.7141749116676662
Austria,MATING,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0.3573293698325619,29.8978693381715,0.2436955567067613
Austria,POSITIVITY,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.6675042137416749,62.754045234590286,0.7876714946421658
Austria,NEGATIVITY,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.6730715665573088,55.493949576998055,0.6440206028029885
Austria,DECEPTION,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0.3520672572259256,67.23979248152662,0.6131901043156921
Austria,SOCIALITY,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.42385415822315714,45.78401791120972,0.5882926828339541
Austria,DUTY,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1.1305921137893968,29.37442287512231,0.23297975314328323
Austria,INTELLECT,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,3.3903843506413534,18.183146381514415,0.3169751052419799
Austria,ADVERSITY,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,2.3046852385753653,90.12281610594924,0.6992068932474998
Austria,MATING,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0.3608573542604145,49.5123697955174,0.36479102215433
Austria,POSITIVITY,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.7867928731866558,58.690567874674336,0.6452050817882473
Austria,NEGATIVITY,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.7307434322193772,40.319083070460564,0.7774689383677086
Austria,DECEPTION,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0.44270699660142937,76.30755493790134,0.4379050249187708
Austria,SOCIALITY,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1.3797547545845443,58.33066244495252,0.5328330371498707
Austria,DUTY,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1.0826460888642595,30.708702747431136,0.07411934680321766
