Society,SocialInterpretation,FAMILY,MATE,FRIENDS,COHABITANTS,COLLEAGUES,ALONE,SPORTS,EXAM,FOOD,EATING,DRINKING,COMMUNICATING,TV,COMMUTING,COMPUTER,VIDEOGAMES,READING,WORKING,SHOPPING,GROOMING,WAITING,SLEEP,MUSIC,TELEPHONE,HOME,BATHROOM,KITCHEN,BED,UNIVERSITY,BAR,DIST,VOLUME,MOVEMENTS
Austria,DUTY,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0.5844965877431918,11.697188699874218,0.2835995722738454
Austria,INTELLECT,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,3.8140655406235684,34.00723449828547,0.31641083603649606
Austria,ADVERSITY,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,3.259762867234019,72.57107913074141,0.7912210224197118
Austria,MATING,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.5880276286071587,38.76477330109017,0.4037580310711252
Austria,POSITIVITY,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2184630099323313,59.363921394159206,0.616538863118555
Austria,NEGATIVITY,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8733489608971244,49.080100229378154,0.6852054002587129
Austria,DECEPTION,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4552558542291447,60.834894774455975,0.6735259067385567
Austria,SOCIALITY,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.6554929244090542,70.28744293258359,0.8426944690331628
Austria,DUTY,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.1432210687677684,20.87812093140772,0.06882495167076952
Austria,INTELLECT,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3.0915719681950273,32.94112058057899,0.2476105883031709
Austria,ADVERSITY,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,3.1781358165565505,68.12074793309685,0.9613003413239769
Austria,MATING,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0.49967865581145143,23.10692867999491,0.1614333482305954
Austria,POSITIVITY,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.1830171354558745,78.79629355455614,0.7181973220062697
Austria,NEGATIVITY,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.1495078669489773,47.527915709823965,0.6908388816385789
Austria,DECEPTION,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.24308278014937046,73.89452559855187,0.5448447521499143
