society,dataset_file,max_dataset_size,fuzzy_sets_file,ling_vars_file,rules_file_id,interpretability_index,min_nr_datapoints,min_certainty_threshold,genetic_algo,ga_nr_gen,pop_size,trial,STEP/DATAPOINT,use_correct_interpretation,social_interpretation,certainty_interpretation,contextualize,FSQ_position_qualifier_DIST_low_distance_a,FSQ_position_qualifier_DIST_low_distance_b,FSQ_position_qualifier_DIST_low_distance_c,FSQ_position_qualifier_DIST_low_distance_d,FSQ_position_qualifier_DIST_mid_distance_a,FSQ_position_qualifier_DIST_mid_distance_b,FSQ_position_qualifier_DIST_mid_distance_c,FSQ_position_qualifier_DIST_mid_distance_d,FSQ_position_qualifier_DIST_high_distance_a,FSQ_position_qualifier_DIST_high_distance_b,FSQ_position_qualifier_DIST_high_distance_c,FSQ_position_qualifier_DIST_high_distance_d,FSQ_position_qualifier_VOLUME_low_volume_a,FSQ_position_qualifier_VOLUME_low_volume_b,FSQ_position_qualifier_VOLUME_low_volume_c,FSQ_position_qualifier_VOLUME_low_volume_d,FSQ_position_qualifier_VOLUME_mid_volume_a,FSQ_position_qualifier_VOLUME_mid_volume_b,FSQ_position_qualifier_VOLUME_mid_volume_c,FSQ_position_qualifier_VOLUME_mid_volume_d,FSQ_position_qualifier_VOLUME_high_volume_a,FSQ_position_qualifier_VOLUME_high_volume_b,FSQ_position_qualifier_VOLUME_high_volume_c,FSQ_position_qualifier_VOLUME_high_volume_d,FSQ_position_qualifier_MOVEMENTS_low_mov_a,FSQ_position_qualifier_MOVEMENTS_low_mov_b,FSQ_position_qualifier_MOVEMENTS_low_mov_c,FSQ_position_qualifier_MOVEMENTS_low_mov_d,FSQ_position_qualifier_MOVEMENTS_mid_mov_a,FSQ_position_qualifier_MOVEMENTS_mid_mov_b,FSQ_position_qualifier_MOVEMENTS_mid_mov_c,FSQ_position_qualifier_MOVEMENTS_mid_mov_d,FSQ_position_qualifier_MOVEMENTS_high_mov_a,FSQ_position_qualifier_MOVEMENTS_high_mov_b,FSQ_position_qualifier_MOVEMENTS_high_mov_c,FSQ_position_qualifier_MOVEMENTS_high_mov_d
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.2,GA,100,20,0,0,True,DUTY,"{'ADVERSITY': 0.07499981770380812, 'DECEPTION': 0.12500388128157705, 'POSITIVITY': -0.13692627296365711, 'SOCIALITY': -0.05000010566701284, 'MATING': 0.011665284088402537, 'INTELLECT': 0.011355708807752395, 'DUTY': 0.48999901705312526, 'NEGATIVITY': 0.1960492067995361}",True,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.2,GA,100,20,0,1,True,INTELLECT,"{'ADVERSITY': 0.02500054952559271, 'DECEPTION': 0.09443928745378051, 'POSITIVITY': -0.1316608783607512, 'SOCIALITY': -0.04833079867819165, 'MATING': -0.004990346554132505, 'INTELLECT': 0.07499981770380812, 'DUTY': 0.1183425684083066, 'NEGATIVITY': 0.17500416854457548}",True,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.2,GA,100,20,0,2,True,ADVERSITY,"{'ADVERSITY': 0.050000270488748104, 'DECEPTION': 0.02500054952559271, 'POSITIVITY': 0.029539743229907073, 'SOCIALITY': -0.024999944628390558, 'MATING': -0.0295397432299071, 'INTELLECT': -6.303355883344707e-18, 'DUTY': -4.234783519826704e-18, 'NEGATIVITY': -2.0648068330381983e-17}",True,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.2,GA,100,20,0,3,True,MATING,"{'ADVERSITY': 0.05000161791621724, 'DECEPTION': 0.08165998740627851, 'POSITIVITY': 0.06999985957901794, 'SOCIALITY': 0.0931980039161942, 'MATING': 0.22956412187360842, 'INTELLECT': -0.004990346554132505, 'DUTY': 0.02222593888072796, 'NEGATIVITY': 0.022239406849994862}",True,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.2,GA,100,20,0,4,True,POSITIVITY,"{'ADVERSITY': 0.029539743229907073, 'DECEPTION': 0.02500054952559271, 'POSITIVITY': 0.17500077666851252, 'SOCIALITY': 0.14165992667029473, 'MATING': 0.06112859877881216, 'INTELLECT': 0.10713599834100124, 'DUTY': -0.0750010329591391, 'NEGATIVITY': -0.05713513396570126}",True,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.2,GA,100,20,0,5,True,NEGATIVITY,"{'ADVERSITY': -0.04999989969929848, 'DECEPTION': -0.024999949849649265, 'POSITIVITY': -0.09999979939859703, 'SOCIALITY': -0.5954533509643724, 'MATING': -0.19999959879719398, 'INTELLECT': -0.09999979939859696, 'DUTY': 1.2454771370052308e-17, 'NEGATIVITY': 0.07499981770380812}",True,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.2,GA,100,20,0,6,True,DECEPTION,"{'ADVERSITY': 0.10000014286484556, 'DECEPTION': 0.10000014286484556, 'POSITIVITY': 0.14265706540384654, 'SOCIALITY': 0.12499972582277113, 'MATING': 0.05000159824460004, 'INTELLECT': 0.10713599834100124, 'DUTY': 2.1346655835951075e-17, 'NEGATIVITY': -0.025001086025722673}",True,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.2,GA,100,20,0,7,True,SOCIALITY,"{'ADVERSITY': 0.027938713807428024, 'DECEPTION': 0.025001197502020508, 'POSITIVITY': 0.14001193098035575, 'SOCIALITY': 0.2000019784056026, 'MATING': 0.06414320525421562, 'INTELLECT': 0.10713599834100124, 'DUTY': -0.050001045043306096, 'NEGATIVITY': -0.07204832526720953}",True,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.2,GA,100,20,0,8,True,DUTY,"{'ADVERSITY': 0.07499981770380812, 'DECEPTION': 0.12206565801374043, 'POSITIVITY': -0.06324574994750645, 'SOCIALITY': 0.0071543590505415, 'MATING': 0.07046069143936587, 'INTELLECT': 0.011355708807752395, 'DUTY': 0.14999969909789568, 'NEGATIVITY': 0.14165992667029473}",True,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.2,GA,100,20,0,9,True,INTELLECT,"{'ADVERSITY': 0.050000270488748104, 'DECEPTION': 0.1386439497628351, 'POSITIVITY': -0.05682940494829182, 'SOCIALITY': 0.025001086025722694, 'MATING': 0.01834179134989362, 'INTELLECT': 0.07499981770380812, 'DUTY': 0.14999969909789568, 'NEGATIVITY': 0.0883343526950428}",True,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.2,GA,100,20,0,10,True,ADVERSITY,"{'ADVERSITY': 0.0499998996992985, 'DECEPTION': 0.09999979939859716, 'POSITIVITY': -0.038334605168378555, 'SOCIALITY': -0.028558526800403383, 'MATING': 0.01834179134989362, 'INTELLECT': 0.007134271843859845, 'DUTY': 0.09501200023150154, 'NEGATIVITY': 0.10166887070065983}",True,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_8000dp_v10.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all,PHI,10,0.2,GA,100,20,0,11,True,MATING,"{'ADVERSITY': 3.5988168232043795e-18, 'DECEPTION': 0.08333316616549757, 'POSITIVITY': -0.01666663323309949, 'SOCIALITY': 0.0750137044322431, 'MATING': 0.09999979939859698, 'INTELLECT': 0.016666633233099505, 'DUTY': 0.033333266466199066, 'NEGATIVITY': 0.09999979939859702}",True,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
