society,dataset_file,max_dataset_size,fuzzy_sets_file,ling_vars_file,rules_file_id,interpretability_index,min_nr_datapoints,min_certainty_threshold,genetic_algo,ga_nr_gen,pop_size,trial,STEP/DATAPOINT,use_correct_interpretation,consider_past_experience,contextualize,min_nr_adaptations_for_contextualizing,correct_interpretation,social_interpretation,certainty_interpretation,FSQ_position_qualifier_DIST_low_distance_a,FSQ_position_qualifier_DIST_low_distance_b,FSQ_position_qualifier_DIST_low_distance_c,FSQ_position_qualifier_DIST_low_distance_d,FSQ_position_qualifier_DIST_mid_distance_a,FSQ_position_qualifier_DIST_mid_distance_b,FSQ_position_qualifier_DIST_mid_distance_c,FSQ_position_qualifier_DIST_mid_distance_d,FSQ_position_qualifier_DIST_high_distance_a,FSQ_position_qualifier_DIST_high_distance_b,FSQ_position_qualifier_DIST_high_distance_c,FSQ_position_qualifier_DIST_high_distance_d,FSQ_position_qualifier_VOLUME_low_volume_a,FSQ_position_qualifier_VOLUME_low_volume_b,FSQ_position_qualifier_VOLUME_low_volume_c,FSQ_position_qualifier_VOLUME_low_volume_d,FSQ_position_qualifier_VOLUME_mid_volume_a,FSQ_position_qualifier_VOLUME_mid_volume_b,FSQ_position_qualifier_VOLUME_mid_volume_c,FSQ_position_qualifier_VOLUME_mid_volume_d,FSQ_position_qualifier_VOLUME_high_volume_a,FSQ_position_qualifier_VOLUME_high_volume_b,FSQ_position_qualifier_VOLUME_high_volume_c,FSQ_position_qualifier_VOLUME_high_volume_d,FSQ_position_qualifier_MOVEMENTS_low_mov_a,FSQ_position_qualifier_MOVEMENTS_low_mov_b,FSQ_position_qualifier_MOVEMENTS_low_mov_c,FSQ_position_qualifier_MOVEMENTS_low_mov_d,FSQ_position_qualifier_MOVEMENTS_mid_mov_a,FSQ_position_qualifier_MOVEMENTS_mid_mov_b,FSQ_position_qualifier_MOVEMENTS_mid_mov_c,FSQ_position_qualifier_MOVEMENTS_mid_mov_d,FSQ_position_qualifier_MOVEMENTS_high_mov_a,FSQ_position_qualifier_MOVEMENTS_high_mov_b,FSQ_position_qualifier_MOVEMENTS_high_mov_c,FSQ_position_qualifier_MOVEMENTS_high_mov_d
Austria,data_USAustria_adaptation_experiments_ds2_1k.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all_refined2,PHI,40,0.0,GA,100,20,0,0,False,False,False,10,DUTY,DUTY,"{'NEGATIVITY': 0.4155577804263345, 'INTELLECT': -0.021442989944942818, 'POSITIVITY': -0.12955432457228916, 'DUTY': 0.4833323637598855, 'ADVERSITY': -0.025012360036556856, 'DECEPTION': 0.03451586952396336, 'SOCIALITY': -0.400775939910177, 'MATING': -0.07762840685502169}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_adaptation_experiments_ds2_1k.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all_refined2,PHI,40,0.0,GA,100,20,0,1,False,False,False,10,INTELLECT,ADVERSITY,"{'NEGATIVITY': 0.06042623524300004, 'INTELLECT': 0.1000022354163963, 'POSITIVITY': 0.05299720007073679, 'DUTY': 0.04546074870987776, 'ADVERSITY': 0.13972207123925795, 'DECEPTION': 0.12500388128157705, 'SOCIALITY': 0.10833829698887307, 'MATING': 0.033814461935806714}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_adaptation_experiments_ds2_1k.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all_refined2,PHI,40,0.0,GA,100,20,0,2,False,False,False,10,ADVERSITY,ADVERSITY,"{'NEGATIVITY': -0.00713427184385985, 'INTELLECT': 0.05999156519530491, 'POSITIVITY': 0.12500046337331103, 'DUTY': -0.009990128845118188, 'ADVERSITY': 0.5131903443236581, 'DECEPTION': 0.05000161791621724, 'SOCIALITY': 0.09078226300692303, 'MATING': 0.06414320525421562}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_adaptation_experiments_ds2_1k.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all_refined2,PHI,40,0.0,GA,100,20,0,3,False,False,False,10,MATING,MATING,"{'NEGATIVITY': 0.08025556862766171, 'INTELLECT': 0.028558526800403355, 'POSITIVITY': -0.05165633583603381, 'DUTY': 0.043426454732497656, 'ADVERSITY': 0.02500054952559271, 'DECEPTION': 0.11832678793996505, 'SOCIALITY': 0.09644216048217111, 'MATING': 0.596394281806786}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_adaptation_experiments_ds2_1k.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all_refined2,PHI,40,0.0,GA,100,20,0,4,False,False,False,10,POSITIVITY,POSITIVITY,"{'NEGATIVITY': -0.05499688224052601, 'INTELLECT': 0.05999156519530491, 'POSITIVITY': 0.4529661607894576, 'DUTY': -0.04546074870987776, 'ADVERSITY': 0.027938713807428024, 'DECEPTION': 0.025001197502020508, 'SOCIALITY': 0.1315220427882441, 'MATING': 0.05000161791621724}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_adaptation_experiments_ds2_1k.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all_refined2,PHI,40,0.0,GA,100,20,0,5,False,False,False,10,NEGATIVITY,DUTY,"{'NEGATIVITY': 0.23333286526339342, 'INTELLECT': 0.02499993865993912, 'POSITIVITY': -0.19999959879719398, 'DUTY': 0.5346143121694225, 'ADVERSITY': 0.07499981770380812, 'DECEPTION': 0.5143140002046527, 'SOCIALITY': -0.14999969909789554, 'MATING': -0.04999989969929852}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_adaptation_experiments_ds2_1k.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all_refined2,PHI,40,0.0,GA,100,20,0,6,False,False,False,10,DECEPTION,DECEPTION,"{'NEGATIVITY': 0.12044410898771923, 'INTELLECT': 0.12499974924824622, 'POSITIVITY': -0.05225872453706366, 'DUTY': 0.09999979939859702, 'ADVERSITY': 0.07499981770380812, 'DECEPTION': 0.5129387411980484, 'SOCIALITY': 0.061380428880866277, 'MATING': 0.02499993865993912}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_adaptation_experiments_ds2_1k.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all_refined2,PHI,40,0.0,GA,100,20,0,7,False,False,False,10,SOCIALITY,SOCIALITY,"{'NEGATIVITY': -0.011355708807752421, 'INTELLECT': -0.005550134930669024, 'POSITIVITY': 0.08972294622704963, 'DUTY': -0.04286638366770317, 'ADVERSITY': 0.057135133965701274, 'DECEPTION': 0.04286638366770318, 'SOCIALITY': 0.5536595687894581, 'MATING': 0.007134271843859845}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_adaptation_experiments_ds2_1k.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all_refined2,PHI,40,0.0,GA,100,20,0,8,False,False,False,10,DUTY,DUTY,"{'NEGATIVITY': 0.12728824095508243, 'INTELLECT': -0.03890285788964718, 'POSITIVITY': -0.11302990609265919, 'DUTY': 0.5409575240194845, 'ADVERSITY': -0.021442989944942818, 'DECEPTION': 0.04546074870987776, 'SOCIALITY': -0.3889153793131844, 'MATING': -0.11001799217330634}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_adaptation_experiments_ds2_1k.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all_refined2,PHI,40,0.0,GA,100,20,0,9,False,False,False,10,INTELLECT,DUTY,"{'NEGATIVITY': 0.08183906344376873, 'INTELLECT': 0.12500090295686422, 'POSITIVITY': 0.2971038848224309, 'DUTY': 0.3639211195839592, 'ADVERSITY': 0.0750010329591391, 'DECEPTION': 0.1000022354163963, 'SOCIALITY': 0.0522706423472397, 'MATING': 0.02283951652584819}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
