society,dataset_file,max_dataset_size,fuzzy_sets_file,ling_vars_file,rules_file_id,interpretability_index,min_nr_datapoints,min_certainty_threshold,genetic_algo,ga_nr_gen,pop_size,trial,STEP/DATAPOINT,use_correct_interpretation,ratio_correct_interpretation,consider_past_experience,contextualize,min_nr_adaptations_for_contextualizing,correct_interpretation,social_interpretation,certainty_interpretation,FSQ_position_qualifier_DIST_low_distance_a,FSQ_position_qualifier_DIST_low_distance_b,FSQ_position_qualifier_DIST_low_distance_c,FSQ_position_qualifier_DIST_low_distance_d,FSQ_position_qualifier_DIST_mid_distance_a,FSQ_position_qualifier_DIST_mid_distance_b,FSQ_position_qualifier_DIST_mid_distance_c,FSQ_position_qualifier_DIST_mid_distance_d,FSQ_position_qualifier_DIST_high_distance_a,FSQ_position_qualifier_DIST_high_distance_b,FSQ_position_qualifier_DIST_high_distance_c,FSQ_position_qualifier_DIST_high_distance_d,FSQ_position_qualifier_VOLUME_low_volume_a,FSQ_position_qualifier_VOLUME_low_volume_b,FSQ_position_qualifier_VOLUME_low_volume_c,FSQ_position_qualifier_VOLUME_low_volume_d,FSQ_position_qualifier_VOLUME_mid_volume_a,FSQ_position_qualifier_VOLUME_mid_volume_b,FSQ_position_qualifier_VOLUME_mid_volume_c,FSQ_position_qualifier_VOLUME_mid_volume_d,FSQ_position_qualifier_VOLUME_high_volume_a,FSQ_position_qualifier_VOLUME_high_volume_b,FSQ_position_qualifier_VOLUME_high_volume_c,FSQ_position_qualifier_VOLUME_high_volume_d,FSQ_position_qualifier_MOVEMENTS_low_mov_a,FSQ_position_qualifier_MOVEMENTS_low_mov_b,FSQ_position_qualifier_MOVEMENTS_low_mov_c,FSQ_position_qualifier_MOVEMENTS_low_mov_d,FSQ_position_qualifier_MOVEMENTS_mid_mov_a,FSQ_position_qualifier_MOVEMENTS_mid_mov_b,FSQ_position_qualifier_MOVEMENTS_mid_mov_c,FSQ_position_qualifier_MOVEMENTS_mid_mov_d,FSQ_position_qualifier_MOVEMENTS_high_mov_a,FSQ_position_qualifier_MOVEMENTS_high_mov_b,FSQ_position_qualifier_MOVEMENTS_high_mov_c,FSQ_position_qualifier_MOVEMENTS_high_mov_d
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,10,0.0,GA,100,20,0,1000,True,0.8,False,False,10,DUTY,DUTY,"{'ADVERSITY': -4.234783519826704e-18, 'DECEPTION': 0.02500054952559271, 'POSITIVITY': -0.13333306586479596, 'MATING': -0.0624998746241232, 'DUTY': 0.587984187926167, 'INTELLECT': 0.07224146922339467, 'SOCIALITY': -0.10555176193287386, 'NEGATIVITY': 0.08167733969151354}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,10,0.0,GA,100,20,0,1001,True,0.8,False,False,10,INTELLECT,INTELLECT,"{'ADVERSITY': -0.0295397432299071, 'DECEPTION': -1.3623114842516109e-17, 'POSITIVITY': -0.07500787032950787, 'MATING': -0.07144397277950527, 'DUTY': 0.12954216168127072, 'INTELLECT': 0.13573194989347187, 'SOCIALITY': -0.04444135922846065, 'NEGATIVITY': 0.03832224541524757}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,10,0.0,GA,100,20,0,1002,True,0.8,False,False,10,ADVERSITY,ADVERSITY,"{'ADVERSITY': 0.6118998271367451, 'DECEPTION': 0.02500054952559271, 'POSITIVITY': 0.038887235222430434, 'MATING': 0.02500054952559271, 'DUTY': -0.027641201811068095, 'INTELLECT': -0.021442989944942818, 'SOCIALITY': 0.016666633233099543, 'NEGATIVITY': 0.02144298994494282}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,10,0.0,GA,100,20,0,1003,True,0.8,False,False,10,MATING,MATING,"{'ADVERSITY': -0.02499993865993912, 'DECEPTION': -0.050000270488748125, 'POSITIVITY': 0.08833435269504283, 'MATING': 0.12144331899907058, 'DUTY': 0.022735157173382377, 'INTELLECT': -0.0750010329591391, 'SOCIALITY': 0.04286638366770318, 'NEGATIVITY': -0.1000001428648457}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,10,0.0,GA,100,20,0,1004,True,0.8,False,False,10,POSITIVITY,POSITIVITY,"{'ADVERSITY': 0.05715517822360424, 'DECEPTION': -0.025000549525592723, 'POSITIVITY': 0.14286495546159497, 'MATING': -0.04286638366770317, 'DUTY': -0.0883343526950428, 'INTELLECT': -0.05713513396570126, 'SOCIALITY': 0.05556385725282379, 'NEGATIVITY': 0.060325635222816705}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,10,0.0,GA,100,20,0,1005,True,0.8,False,False,10,NEGATIVITY,NEGATIVITY,"{'ADVERSITY': -0.02499993865993912, 'DECEPTION': 0.02499993865993912, 'POSITIVITY': -0.09999979939859689, 'MATING': -0.09999979939859709, 'DUTY': 0.04999989969929851, 'INTELLECT': 0.17499964894754463, 'SOCIALITY': -0.09999979939859707, 'NEGATIVITY': 0.21666623203029378}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,10,0.0,GA,100,20,0,1006,True,0.8,False,False,10,DECEPTION,DECEPTION,"{'ADVERSITY': -0.02499993865993912, 'DECEPTION': 0.5539962028093498, 'POSITIVITY': -0.055008018611537465, 'MATING': -0.08890375552291178, 'DUTY': 0.08679306605917297, 'INTELLECT': 0.04445187776145587, 'SOCIALITY': -0.05001572833422967, 'NEGATIVITY': 0.0750137044322431}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,10,0.0,GA,100,20,0,1007,True,0.8,False,False,10,SOCIALITY,SOCIALITY,"{'ADVERSITY': -4.234783519826704e-18, 'DECEPTION': -0.025000549525592723, 'POSITIVITY': 0.07500058204842798, 'MATING': 0.02500054952559271, 'DUTY': -0.05001433269310181, 'INTELLECT': -0.06618747792221993, 'SOCIALITY': 0.45003528846761204, 'NEGATIVITY': -0.033814461935806714}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,10,0.0,GA,100,20,0,1008,True,0.8,False,False,10,DUTY,DUTY,"{'ADVERSITY': -4.234783519826704e-18, 'DECEPTION': -0.00713427184385985, 'POSITIVITY': -0.07144397277950527, 'MATING': -1.3623114842516109e-17, 'DUTY': 0.5131903443236581, 'INTELLECT': 0.0392937645270383, 'SOCIALITY': -0.0749998346894257, 'NEGATIVITY': 0.02206349276492281}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
US,data_USAustria_adaptation_experiments_ds4_1k_new.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref_sim.xlsx,_ref_all_refined3,PHI,10,0.0,GA,100,20,0,1009,True,0.8,False,False,10,INTELLECT,INTELLECT,"{'ADVERSITY': -0.025000549525592723, 'DECEPTION': 0.007134271843859845, 'POSITIVITY': -0.06364133749094472, 'MATING': -0.08890375552291178, 'DUTY': 0.06448073179717098, 'INTELLECT': 0.5055376340298502, 'SOCIALITY': -0.054543998119539264, 'NEGATIVITY': 0.04880107265459189}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
