society,dataset_file,max_dataset_size,fuzzy_sets_file,ling_vars_file,rules_file_id,interpretability_index,min_nr_datapoints,min_certainty_threshold,genetic_algo,ga_nr_gen,pop_size,trial,STEP/DATAPOINT,use_correct_interpretation,consider_past_experience,contextualize,min_nr_adaptations_for_contextualizing,correct_interpretation,social_interpretation,certainty_interpretation,FSQ_position_qualifier_DIST_low_distance_a,FSQ_position_qualifier_DIST_low_distance_b,FSQ_position_qualifier_DIST_low_distance_c,FSQ_position_qualifier_DIST_low_distance_d,FSQ_position_qualifier_DIST_mid_distance_a,FSQ_position_qualifier_DIST_mid_distance_b,FSQ_position_qualifier_DIST_mid_distance_c,FSQ_position_qualifier_DIST_mid_distance_d,FSQ_position_qualifier_DIST_high_distance_a,FSQ_position_qualifier_DIST_high_distance_b,FSQ_position_qualifier_DIST_high_distance_c,FSQ_position_qualifier_DIST_high_distance_d,FSQ_position_qualifier_VOLUME_low_volume_a,FSQ_position_qualifier_VOLUME_low_volume_b,FSQ_position_qualifier_VOLUME_low_volume_c,FSQ_position_qualifier_VOLUME_low_volume_d,FSQ_position_qualifier_VOLUME_mid_volume_a,FSQ_position_qualifier_VOLUME_mid_volume_b,FSQ_position_qualifier_VOLUME_mid_volume_c,FSQ_position_qualifier_VOLUME_mid_volume_d,FSQ_position_qualifier_VOLUME_high_volume_a,FSQ_position_qualifier_VOLUME_high_volume_b,FSQ_position_qualifier_VOLUME_high_volume_c,FSQ_position_qualifier_VOLUME_high_volume_d,FSQ_position_qualifier_MOVEMENTS_low_mov_a,FSQ_position_qualifier_MOVEMENTS_low_mov_b,FSQ_position_qualifier_MOVEMENTS_low_mov_c,FSQ_position_qualifier_MOVEMENTS_low_mov_d,FSQ_position_qualifier_MOVEMENTS_mid_mov_a,FSQ_position_qualifier_MOVEMENTS_mid_mov_b,FSQ_position_qualifier_MOVEMENTS_mid_mov_c,FSQ_position_qualifier_MOVEMENTS_mid_mov_d,FSQ_position_qualifier_MOVEMENTS_high_mov_a,FSQ_position_qualifier_MOVEMENTS_high_mov_b,FSQ_position_qualifier_MOVEMENTS_high_mov_c,FSQ_position_qualifier_MOVEMENTS_high_mov_d
Austria,data_USAustria_adaptation_experiments_ds5_1k.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all_refined2,PHI,40,0.0,GA,100,20,0,0,True,False,False,10,DUTY,DUTY,"{'MATING': -0.0883343526950428, 'NEGATIVITY': 0.0916720516922096, 'DECEPTION': 0.07832451667760634, 'POSITIVITY': -0.07024777748029946, 'DUTY': 0.6290178327461953, 'SOCIALITY': -0.07222584655617795, 'ADVERSITY': 0.007134271843859845, 'INTELLECT': -2.0648068330381983e-17}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_adaptation_experiments_ds5_1k.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all_refined2,PHI,40,0.0,GA,100,20,0,1,True,False,False,10,INTELLECT,INTELLECT,"{'MATING': -0.025001197502020525, 'NEGATIVITY': 0.02262863046308379, 'DECEPTION': 0.016186661144683975, 'POSITIVITY': 0.030546876886210883, 'DUTY': 0.29752206020138267, 'SOCIALITY': 0.03805010972465339, 'ADVERSITY': 0.016186661144683975, 'INTELLECT': 0.5131903443236581}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_adaptation_experiments_ds5_1k.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all_refined2,PHI,40,0.0,GA,100,20,0,2,True,False,False,10,ADVERSITY,ADVERSITY,"{'MATING': 0.10102169540446021, 'NEGATIVITY': 0.04893433305986735, 'DECEPTION': 0.057135133965701274, 'POSITIVITY': 0.02282294005076224, 'DUTY': 0.35594782671749287, 'SOCIALITY': 0.021149441694455574, 'ADVERSITY': 0.5131903443236581, 'INTELLECT': 0.05999156519530491}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_adaptation_experiments_ds5_1k.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all_refined2,PHI,40,0.0,GA,100,20,0,3,True,False,False,10,MATING,MATING,"{'MATING': 0.07046069143936587, 'NEGATIVITY': 0.0858812331180165, 'DECEPTION': 0.06166531668380871, 'POSITIVITY': 0.024992257710075585, 'DUTY': 0.011961659820903876, 'SOCIALITY': 0.1250095265808929, 'ADVERSITY': -2.0648068330381983e-17, 'INTELLECT': 0.06166531668380871}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_adaptation_experiments_ds5_1k.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all_refined2,PHI,40,0.0,GA,100,20,0,4,True,False,False,10,POSITIVITY,POSITIVITY,"{'MATING': 0.10763456614424749, 'NEGATIVITY': -0.08381550441636279, 'DECEPTION': 0.027938713807428024, 'POSITIVITY': 0.46420953657708075, 'DUTY': -0.04546074870987776, 'SOCIALITY': 0.14999094761264642, 'ADVERSITY': 0.025001197502020508, 'INTELLECT': 0.0750010329591391}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_adaptation_experiments_ds5_1k.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all_refined2,PHI,40,0.0,GA,100,20,0,5,True,False,False,10,NEGATIVITY,NEGATIVITY,"{'MATING': -0.009990128845118188, 'NEGATIVITY': 0.5002367733258744, 'DECEPTION': 0.07204832526720946, 'POSITIVITY': -0.13999971915803572, 'DUTY': 0.38582488753648914, 'SOCIALITY': -0.03833460516837851, 'ADVERSITY': 0.02500054952559271, 'INTELLECT': 0.007134271843859845}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_adaptation_experiments_ds5_1k.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all_refined2,PHI,40,0.0,GA,100,20,0,6,True,False,False,10,DECEPTION,DECEPTION,"{'MATING': 0.057135133965701274, 'NEGATIVITY': 0.11388509886665993, 'DECEPTION': 0.45003984304705374, 'POSITIVITY': 0.005956217357823867, 'DUTY': 0.061844930590869554, 'SOCIALITY': 0.07501397336616711, 'ADVERSITY': 0.10000014286484556, 'INTELLECT': 0.033814461935806714}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_adaptation_experiments_ds5_1k.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all_refined2,PHI,40,0.0,GA,100,20,0,7,True,False,False,10,SOCIALITY,SOCIALITY,"{'MATING': 0.016186661144683975, 'NEGATIVITY': -0.07204832526720953, 'DECEPTION': -1.3623114842516109e-17, 'POSITIVITY': 0.10000519407275589, 'DUTY': -0.04546074870987776, 'SOCIALITY': 0.4752734834680924, 'ADVERSITY': -2.0648068330381983e-17, 'INTELLECT': 0.031516292095139266}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_adaptation_experiments_ds5_1k.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all_refined2,PHI,40,0.0,GA,100,20,0,8,True,False,False,10,DUTY,DUTY,"{'MATING': -0.13335369913728254, 'NEGATIVITY': 0.11819622374400522, 'DECEPTION': 0.03586091442820934, 'POSITIVITY': -0.11252239526205854, 'DUTY': 0.5409575240194845, 'SOCIALITY': -0.4055734396169783, 'ADVERSITY': -0.03890285788964718, 'INTELLECT': -0.06618747792221993}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_adaptation_experiments_ds5_1k.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all_refined2,PHI,40,0.0,GA,100,20,0,9,True,False,False,10,INTELLECT,INTELLECT,"{'MATING': 0.1077124522446706, 'NEGATIVITY': 0.08183906344376873, 'DECEPTION': 0.05000296086135343, 'POSITIVITY': -0.07729561630487936, 'DUTY': 0.3468380009407896, 'SOCIALITY': 0.025001768156670975, 'ADVERSITY': -4.234783519826704e-18, 'INTELLECT': 0.48468778873441326}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
Austria,data_USAustria_adaptation_experiments_ds5_1k.xlsx,1000,fuzzy_sets_multiple_ref.xlsx,ling_var_multiple_ref.xlsx,_ref_all_refined2,PHI,40,0.0,GA,100,20,0,10,True,False,False,10,ADVERSITY,ADVERSITY,"{'MATING': -0.011098610524937106, 'NEGATIVITY': 0.12728824095508243, 'DECEPTION': 0.09999999019142253, 'POSITIVITY': -0.08637927765092343, 'DUTY': 0.402811053122146, 'SOCIALITY': -0.045837488286391566, 'ADVERSITY': 0.5539962028093498, 'INTELLECT': 0.007134271843859845}",0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0
